Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
VDR_Vdr	7	0.467	0.412	2	1	0	8	5	0.633647333333333	0.642857142857143	-0.642857142857143	6	1	0.0763524239693543	0.333333333333333	FALSE	6155	6	38
TTN_Ttn	5	0.385	0.294	4	1	0	2	9	0.45029	0.833333333333333	0.833333333333333	4	1	0.197782127692877	0.666666666666667	FALSE	96	392	39
SPRED2_Spred2	4	0.25	0.235	1	0	1	8	6	0.284874375	0.6	0.6	3	1	0.245152559073589	0.733333333333333	FALSE	21	1822	40
CELF2_Celf2	8	0.471	0.471	0	0	1	6	9	0.202541764705882	0.625	-0.625	7	1	0.0555344450366229	0.333333333333333	FALSE	10190	4	41
ITGA7_Itga7	7	0.438	0.412	1	0	1	7	7	0.43049775	0.533333333333333	-0.533333333333333	5	2	0.105894204059179	0.466666666666667	FALSE	2401	17	42
ID3_Id3	6	0.375	0.353	1	0	1	5	9	0.644736875	0.666666666666667	-0.666666666666667	5	1	0.139646098858653	0.6	FALSE	676	63	43
PNRC1_Pnrc1	3	0.188	0.176	1	0	1	8	6	0.232511875	0.6	0.6	3	0	0.25864555516957	0.866666666666667	FALSE	9	4803	44
TNPO2_Tnpo2	7	0.412	0.412	0	1	0	9	6	0.287954470588235	0.625	-0.625	6	1	0.119729012005138	0.4	FALSE	1456	33	45
NR4A3_Nr4a3	4	0.286	0.235	3	1	0	7	6	0.665560714285714	0.571428571428571	-0.571428571428571	3	1	0.216639921072858	0.8	FALSE	46	1085	46
HDAC5_Hdac5	1	0.059	0.059	0	0	1	6	9	0.251660588235294	0.625	-0.625	1	0	0.28841392677621	0.866666666666667	FALSE	4	12665	47
TLE4_Tle4	4	0.235	0.235	0	0	1	6	9	0.208560588235294	0.625	-0.625	4	0	0.242760469085141	0.733333333333333	FALSE	23	2383	48
RHOB_Rhob	3	0.176	0.176	0	1	0	6	9	0.322405882352941	0.625	0.625	3	0	0.250673537294682	0.8	FALSE	14	4042	49
PGPEP1_Pgpep1	7	0.412	0.412	0	1	0	8	7	0.243765311764706	0.5625	-0.5625	6	1	0.122177609867478	0.666666666666667	FALSE	1329	43	50
HDAC9_Hdac9	6	0.375	0.353	1	1	0	11	3	0.584070625	0.8	-0.8	6	0	0.132292131410979	0.333333333333333	FALSE	901	70	51
CCN1_Ccn1	4	0.286	0.235	3	1	0	7	6	0.4938	0.571428571428571	-0.571428571428571	3	1	0.21404766606728	0.6	FALSE	53	1218	52
SGPP1_Sgpp1	7	0.412	0.412	0	1	0	8	7	0.332943647058824	0.5625	-0.5625	6	1	0.105459389683959	0.333333333333333	FALSE	2431	27	53
IFRD1_Ifrd1	5	0.312	0.294	1	1	0	9	5	0.21058875	0.666666666666667	-0.666666666666667	5	0	0.201610780063464	0.666666666666667	FALSE	80	836	54
CSRP2_Csrp2	7	0.5	0.412	3	0	1	9	4	0.539720071428571	0.714285714285714	0.714285714285714	6	1	0.0676646308723864	0.333333333333333	FALSE	7736	9	55
ITGA5_Itga5	5	0.294	0.294	0	1	0	8	7	0.330347647058824	0.5625	-0.5625	4	1	0.185338919804519	0.733333333333333	FALSE	130	544	56
ARID1A_Arid1a	2	0.125	0.118	1	0	1	7	7	0.13207125	0.533333333333333	-0.533333333333333	0	2	0.279666356822261	0.8	FALSE	7	10108	57
HSPB1_Hspb1	3	0.188	0.176	1	0	1	6	8	0.52363875	0.6	-0.6	3	0	0.244991682525656	0.666666666666667	FALSE	22	3265	58
MCRS1_Mcrs1	3	0.176	0.176	0	1	0	10	5	0.222804117647059	0.6875	-0.6875	2	1	0.249528984422512	0.6	FALSE	16	4930	59
HMBOX1_Hmbox1	6	0.375	0.353	1	0	1	7	7	0.2391125	0.533333333333333	-0.533333333333333	5	1	0.155169923815936	0.533333333333333	FALSE	384	213	60
LIX1L_Lix1l	5	0.312	0.294	1	0	1	8	6	0.2697755	0.6	0.6	4	1	0.188849633664126	0.733333333333333	FALSE	124	661	61
NLK_Nlk	7	0.412	0.412	0	0	1	6	9	0.219781823529412	0.625	-0.625	5	2	0.114668406342705	0.533333333333333	FALSE	1748	47	62
TRIB1_Trib1	4	0.25	0.235	1	1	0	6	8	0.3595950625	0.6	0.6	3	1	0.213700324200109	0.666666666666667	FALSE	54	1525	63
TCAP_Tcap	5	0.357	0.294	3	0	1	8	5	0.873485714285714	0.642857142857143	0.642857142857143	4	1	0.159850031804134	0.533333333333333	FALSE	312	280	64
RAPGEF6_Rapgef6	3	0.176	0.176	0	0	1	8	7	0.227233352941176	0.5625	0.5625	3	0	0.247750933457466	0.8	FALSE	18	4875	65
SLC6A6_Slc6a6	5	0.294	0.294	0	0	1	9	6	0.277160588235294	0.625	0.625	3	2	0.1840159205227	0.6	FALSE	138	642	66
TLE3_Tle3	4	0.25	0.235	1	0	1	7	7	0.246484375	0.533333333333333	-0.533333333333333	4	0	0.219378379753657	0.666666666666667	FALSE	43	2078	67
OXR1_Oxr1	5	0.294	0.294	0	0	1	6	9	0.214731411764706	0.625	-0.625	4	1	0.192600834099748	0.733333333333333	FALSE	111	811	68
ITGB1_Itgb1	5	0.294	0.294	0	0	1	5	10	0.229716882352941	0.6875	-0.6875	5	0	0.189957803005377	0.8	FALSE	120	764	69
LATS2_Lats2	3	0.188	0.176	1	1	0	6	8	0.21990625	0.6	0.6	3	0	0.247493209711528	0.733333333333333	FALSE	19	4966	70
CARM1_Carm1	7	0.438	0.412	1	1	0	9	6	0.2106763125	0.625	-0.625	6	1	0.112450166505972	0.4	FALSE	1881	51	71
DYRK1A_Dyrk1a	5	0.294	0.294	0	0	1	5	10	0.153002058823529	0.6875	-0.6875	4	1	0.197200042876289	0.666666666666667	FALSE	98	997	72
SERPINB6_Serpinb6a	7	0.412	0.412	0	1	0	6	9	0.536476705882353	0.625	0.625	5	2	0.0572166984319289	0.2	FALSE	9834	10	73
IFITM10_Ifitm10	7	0.467	0.412	2	0	1	5	9	0.596204666666667	0.666666666666667	-0.666666666666667	6	1	0.034495134128802	0.266666666666667	FALSE	14128	7	74
UBC_Ubc	3	0.176	0.176	0	1	0	8	7	0.137935529411765	0.5625	-0.5625	3	0	0.24875342385313	0.666666666666667	FALSE	17	6030	75
DCBLD2_Dcbld2	7	0.438	0.412	1	1	0	8	6	0.4105575	0.6	-0.6	6	1	0.0825283671325202	0.4	FALSE	5147	20	76
MEF2A_Mef2a	2	0.118	0.118	0	0	1	6	9	0.174812352941176	0.625	-0.625	2	0	0.254280334585229	0.8	FALSE	11	9528	77
PER1_Per1	1	0.059	0.059	0	1	0	5	10	0.207132882352941	0.6875	0.6875	1	0	0.266628593858513	0.8	FALSE	8	13119	78
NOLC1_Nolc1	7	0.412	0.412	0	1	0	12	3	0.348811764705882	0.8125	-0.8125	6	1	0.0873127132197975	0.6	FALSE	4437	24	79
SDE2_Sde2	4	0.235	0.235	0	0	1	8	7	0.281842470588235	0.5625	0.5625	4	0	0.210908688415878	0.8	FALSE	59	1836	80
SLC20A1_Slc20a1	6	0.353	0.353	0	1	0	9	6	0.300243529411765	0.625	-0.625	6	0	0.139585399026021	0.6	FALSE	679	161	81
SSBP2_Ssbp2	6	0.353	0.353	0	0	1	7	8	0.278133411764706	0.5625	-0.5625	5	1	0.141008347839149	0.666666666666667	FALSE	642	171	82
MAN1A2_Man1a2	6	0.353	0.353	0	0	1	10	5	0.261802941176471	0.6875	0.6875	6	0	0.143221361446625	0.533333333333333	FALSE	587	188	83
ZNFX1_Znfx1	6	0.375	0.353	1	0	1	8	6	0.25061875	0.6	0.6	5	1	0.143593879248908	0.533333333333333	FALSE	573	200	84
JUN_Jun	3	0.176	0.176	0	1	0	6	9	0.471181705882353	0.625	0.625	3	0	0.226864839686069	0.8	TRUE	34	3395	85
TCTA_Tcta	3	0.188	0.176	1	1	0	9	5	0.3027055	0.666666666666667	-0.666666666666667	3	0	0.231580616662386	0.666666666666667	FALSE	29	4157	86
RBM6_Rbm6	7	0.412	0.412	0	0	1	10	5	0.280740117647059	0.6875	0.6875	5	2	0.0943121848057163	0.466666666666667	FALSE	3565	35	87
RASSF3_Rassf3	6	0.353	0.353	0	1	0	7	8	0.440575294117647	0.5625	0.5625	5	1	0.123068054050996	0.533333333333333	FALSE	1296	97	88
LPIN1_Lpin1	6	0.353	0.353	0	1	0	8	7	0.334396	0.5625	-0.5625	4	2	0.132350364812874	0.466666666666667	FALSE	895	141	89
SH3BP5_Sh3bp5	7	0.438	0.412	1	1	0	7	7	0.422420625	0.533333333333333	0.533333333333333	7	0	0.0713240188812453	0.4	FALSE	7028	18	90
ETS2_Ets2	5	0.294	0.294	0	0	1	9	6	0.212230294117647	0.625	0.625	4	1	0.179827405771959	0.666666666666667	FALSE	157	822	91
HEXIM1_Hexim1	6	0.353	0.353	0	1	0	7	8	0.251884647058824	0.5625	0.5625	5	1	0.140198622763276	0.666666666666667	FALSE	669	198	92
TNS1_Tns1	7	0.438	0.412	1	1	0	7	7	0.421291875	0.533333333333333	0.533333333333333	5	2	0.06993393491708	0.333333333333333	FALSE	7302	19	93
KMT5A_Kmt5a	6	0.353	0.353	0	1	0	11	4	0.274797058823529	0.75	-0.75	5	1	0.135082782506884	0.6	FALSE	803	173	94
VCL_Vcl	5	0.312	0.294	1	1	0	8	6	0.21716998125	0.6	-0.6	3	2	0.176307148174694	0.733333333333333	FALSE	175	801	95
B4GALT1_B4galt1	5	0.294	0.294	0	0	1	9	6	0.298571647058824	0.625	0.625	4	1	0.167613227813231	0.666666666666667	FALSE	239	591	96
IGFBP4_Igfbp4	7	0.412	0.412	0	0	1	8	7	0.504351823529412	0.5625	0.5625	6	1	0.046910135137234	0.266666666666667	FALSE	11919	12	97
RHEB_Rheb	4	0.235	0.235	0	1	0	6	9	0.117775764705882	0.625	0.625	4	0	0.214406896021873	0.8	FALSE	50	2922	98
ALDH6A1_Aldh6a1	7	0.412	0.412	0	0	1	7	8	0.331391882352941	0.5625	-0.5625	5	2	0.0814426996169968	0.333333333333333	FALSE	5324	28	99
NME1_Nme1	6	0.375	0.353	1	0	0	8	7	0.215325375	0.533333333333333	0.533333333333333	6	0	0.140239372570851	0.466666666666667	FALSE	667	234	100
MICAL1_Mical1	6	0.353	0.353	0	0	1	10	5	0.259437647058824	0.6875	0.6875	4	2	0.134444593445237	0.466666666666667	FALSE	822	190	101
ARF3_Arf3	7	0.412	0.412	0	1	0	10	5	0.264647352941176	0.6875	-0.6875	5	2	0.0896470874463592	0.4	FALSE	4147	38	102
FAM126A_Fam126a	7	0.467	0.412	2	1	0	8	5	0.304178933333333	0.642857142857143	-0.642857142857143	6	1	0.082816307799237	0.6	FALSE	5095	31	103
CPQ_Cpq	7	0.412	0.412	0	0	1	8	7	0.470638823529412	0.5625	0.5625	6	1	0.0498385394887869	0.133333333333333	FALSE	11332	14	104
MYO18B_Myo18b	4	0.286	0.235	3	1	0	8	5	0.765576428571429	0.642857142857143	-0.642857142857143	4	0	0.181670217848131	0.8	FALSE	150	1058	105
LGALS3_Lgals3	4	0.235	0.235	0	1	0	4	11	0.396828452941176	0.75	0.75	2	2	0.191666494429844	0.466666666666667	FALSE	112	1418	106
TMEM107_Tmem107	4	0.235	0.235	0	1	0	10	5	0.363855352941176	0.6875	-0.6875	4	0	0.193756529796624	0.533333333333333	FALSE	107	1506	107
IRF2BPL_Irf2bpl	3	0.176	0.176	0	0	1	7	8	0.259792529411765	0.5625	-0.5625	2	1	0.224855786541548	0.8	FALSE	36	4515	108
ASAP1_Asap1	6	0.353	0.353	0	1	0	7	8	0.180368235294118	0.5625	0.5625	5	1	0.141121863989874	0.666666666666667	FALSE	637	258	109
EIF4A1_Eif4a1	6	0.375	0.353	1	0	0	6	9	0.16201725	0.6	-0.6	5	1	0.141816103246817	0.533333333333333	FALSE	620	267	110
ATXN10_Atxn10	7	0.412	0.412	0	0	1	10	5	0.152034347058824	0.6875	0.6875	6	1	0.0985265280143928	0.533333333333333	FALSE	3137	53	111
PLCB4_Plcb4	7	0.438	0.412	1	0	1	7	8	0.4313245625	0.5625	-0.5625	7	0	0.0535265032660887	0.2	FALSE	10613	16	112
INPP5A_Inpp5a	5	0.294	0.294	0	0	1	6	9	0.241386529411765	0.625	-0.625	3	2	0.167802712394213	0.733333333333333	FALSE	237	733	113
JARID2_Jarid2	6	0.375	0.353	1	1	0	6	8	0.24177	0.6	0.6	4	2	0.134369855276395	0.466666666666667	FALSE	825	212	114
MYO1C_Myo1c	5	0.312	0.294	1	1	0	7	7	0.2531275	0.533333333333333	0.533333333333333	4	1	0.165421381728203	0.6	FALSE	252	700	115
NREP_Nrep	3	0.188	0.176	1	0	1	7	7	0.3220675	0.533333333333333	-0.533333333333333	2	1	0.217903277189909	0.733333333333333	FALSE	44	4047	116
EFR3A_Efr3a	7	0.412	0.412	0	0	1	7	8	0.150386117647059	0.5625	-0.5625	6	1	0.0967773984416227	0.533333333333333	FALSE	3309	54	117
EPHX1_Ephx1	7	0.412	0.412	0	1	0	7	8	0.375626823529412	0.5625	0.5625	7	0	0.0631738864100764	0.2	FALSE	8574	21	118
DNAJB4_Dnajb4	3	0.176	0.176	0	1	0	7	8	0.283463941176471	0.5625	0.5625	3	0	0.219942750383479	0.533333333333333	FALSE	42	4308	119
HNRNPK_Hnrnpk	6	0.353	0.353	0	0	1	7	8	0.151358882352941	0.5625	-0.5625	5	1	0.140245556984417	0.733333333333333	FALSE	666	273	120
PITPNM2_Pitpnm2	6	0.375	0.353	1	1	0	7	7	0.35319375	0.533333333333333	0.533333333333333	5	1	0.119729533028604	0.4	FALSE	1455	127	121
ATP1A1_Atp1a1	3	0.176	0.176	0	0	1	11	4	0.306090588235294	0.75	0.75	3	0	0.217051027751814	0.8	FALSE	45	4132	122
ZFAND5_Zfand5	4	0.25	0.235	1	0	1	5	9	0.221197	0.666666666666667	-0.666666666666667	4	0	0.200527304365196	0.666666666666667	FALSE	84	2273	123
AKT3_Akt3	6	0.353	0.353	0	0	1	7	8	0.458518882352941	0.5625	-0.5625	5	1	0.109338050135311	0.6	FALSE	2119	92	124
TMX4_Tmx4	5	0.294	0.294	0	0	1	7	8	0.246571823529412	0.5625	-0.5625	5	0	0.162620442244908	0.6	FALSE	273	721	125
KLF4_Klf4	5	0.312	0.294	1	1	0	6	8	0.5234241875	0.6	0.6	5	0	0.143998122205746	0.666666666666667	FALSE	564	350	126
PAM_Pam	7	0.412	0.412	0	0	1	7	8	0.250110588235294	0.5625	-0.5625	6	1	0.0825403698706059	0.466666666666667	FALSE	5146	39	127
TMEM108_Tmem108	6	0.429	0.353	3	1	0	9	4	0.6822965	0.714285714285714	-0.714285714285714	5	1	0.0950530273843585	0.466666666666667	FALSE	3487	60	128
SIAE_Siae	6	0.375	0.353	1	0	1	5	9	0.337384625	0.666666666666667	-0.666666666666667	4	2	0.118662298711083	0.533333333333333	FALSE	1505	140	129
TMEM248_Tmem248	5	0.312	0.294	1	0	1	9	5	0.18146715625	0.666666666666667	0.666666666666667	4	1	0.167962406316314	0.6	FALSE	234	928	130
NPAS4_Npas4	3	0.2	0.176	2	0	1	5	9	0.4904524	0.666666666666667	-0.666666666666667	2	1	0.208257323091347	0.8	FALSE	65	3347	131
GYG1_Gyg	7	0.412	0.412	0	0	1	5	10	0.236118823529412	0.6875	-0.6875	5	2	0.0845402265447939	0.533333333333333	FALSE	4838	45	132
PHLPP1_Phlpp1	6	0.353	0.353	0	0	1	6	9	0.270619411764706	0.625	-0.625	4	2	0.125000409417895	0.466666666666667	FALSE	1209	182	133
WEE1_Wee1	4	0.267	0.235	2	1	0	10	3	0.273654	0.785714285714286	-0.785714285714286	4	0	0.19019128498636	0.533333333333333	FALSE	117	1885	134
MCM2_Mcm2	7	0.412	0.412	0	1	0	10	5	0.305869352941176	0.6875	-0.6875	5	2	0.0684303910442472	0.4	FALSE	7586	30	135
LIMD1_Limd1	6	0.353	0.353	0	1	0	7	8	0.203071	0.5625	0.5625	4	2	0.131345104854221	0.666666666666667	FALSE	934	244	136
EIF4E_Eif4e	5	0.294	0.294	0	1	0	8	7	0.223942352941176	0.5625	-0.5625	5	0	0.161269010541807	0.6	FALSE	294	777	137
ARL4A_Arl4a	5	0.294	0.294	0	1	0	10	5	0.298193529411765	0.6875	-0.6875	5	0	0.155092805273246	0.533333333333333	FALSE	386	593	138
CD164_Cd164	6	0.353	0.353	0	0	1	5	10	0.248266	0.6875	-0.6875	5	1	0.126519668330374	0.533333333333333	FALSE	1142	204	139
SETBP1_Setbp1	6	0.462	0.353	4	0	1	5	6	0.530626923076923	0.583333333333333	-0.583333333333333	5	1	0.0980835588498563	0.333333333333333	FALSE	3181	74	140
GET4_Get4	5	0.294	0.294	0	1	0	6	9	0.180915235294118	0.625	0.625	5	0	0.165328046222765	0.533333333333333	FALSE	253	931	141
NEK7_Nek7	5	0.312	0.294	1	1	0	10	4	0.204296625	0.733333333333333	-0.733333333333333	5	0	0.162516047997843	0.533333333333333	FALSE	275	861	142
PDIA5_Pdia5	7	0.412	0.412	0	0	1	8	7	0.438432235294118	0.5625	0.5625	6	1	0.0211605669698797	0	FALSE	15837	15	143
SPIRE1_Spire1	7	0.412	0.412	0	1	0	10	5	0.366713529411765	0.6875	-0.6875	5	2	0.0523584720539423	0.266666666666667	FALSE	10834	22	144
PHTF2_Phtf2	5	0.294	0.294	0	0	1	10	5	0.253233529411765	0.6875	0.6875	4	1	0.157975615510346	0.6	FALSE	344	699	145
ADAMTSL4_Adamtsl4	2	0.118	0.118	0	0	1	12	3	0.46015	0.8125	0.8125	1	1	0.226154428908764	0.8	FALSE	35	6953	146
DHRS3_Dhrs3	5	0.333	0.294	2	0	1	7	7	0.342548	0.533333333333333	-0.533333333333333	4	1	0.149647446355749	0.6	FALSE	470	525	147
SEC14L1_Sec14l1	4	0.235	0.235	0	0	1	7	8	0.211423882352941	0.5625	-0.5625	4	0	0.194336710131823	0.666666666666667	FALSE	105	2358	148
ING1_Ing1	5	0.294	0.294	0	1	0	8	7	0.188042705882353	0.5625	-0.5625	3	2	0.162306988609957	0.6	FALSE	280	904	149
SERINC3_Serinc3	5	0.312	0.294	1	0	1	4	10	0.231774375	0.733333333333333	-0.733333333333333	5	0	0.158409132913933	0.333333333333333	FALSE	337	756	150
PIK3CA_Pik3ca	4	0.235	0.235	0	0	1	11	4	0.190406647058824	0.75	0.75	4	0	0.195507469414117	0.733333333333333	FALSE	101	2546	151
GID4_Gid4	6	0.375	0.353	1	0	1	11	3	0.318743125	0.8	0.8	4	2	0.115354767183362	0.533333333333333	FALSE	1705	152	152
UTRN_Utrn	7	0.438	0.412	1	0	1	6	8	0.311581875	0.6	-0.6	7	0	0.0614638309060232	0.466666666666667	FALSE	8940	29	153
TMSB4X_Tmsb4x	7	0.438	0.412	1	0	1	4	10	0.2996111875	0.733333333333333	-0.733333333333333	7	0	0.0655353635665338	0.2	FALSE	8143	32	154
RNF115_Rnf115	6	0.375	0.353	1	0	1	9	5	0.27817875	0.666666666666667	0.666666666666667	5	1	0.11804068151958	0.4	FALSE	1537	170	155
FBXO31_Fbxo31	7	0.412	0.412	0	1	0	9	6	0.239157647058824	0.625	-0.625	6	1	0.0774856378486889	0.333333333333333	FALSE	5951	44	156
PAK1_Pak1	7	0.412	0.412	0	1	0	10	5	0.284175058823529	0.6875	-0.6875	6	1	0.0669555044975285	0.466666666666667	FALSE	7845	34	157
PDP1_Pdp1	5	0.294	0.294	0	1	0	8	7	0.451153352941176	0.5625	-0.5625	5	0	0.139237190445065	0.466666666666667	FALSE	685	391	158
ATF3_Atf3	3	0.188	0.176	1	0	1	3	11	0.6604768125	0.8	-0.8	3	0	0.20012009295448	0.666666666666667	FALSE	88	3064	159
NUCKS1_Nucks1	6	0.353	0.353	0	1	0	8	7	0.330367352941176	0.5625	-0.5625	4	2	0.112482473469345	0.533333333333333	FALSE	1878	144	160
VIM_Vim	4	0.235	0.235	0	0	1	9	6	0.362500529411765	0.625	0.625	3	1	0.175411669872792	0.666666666666667	FALSE	179	1511	161
MATN2_Matn2	6	0.429	0.353	3	0	1	3	10	0.755577571428571	0.785714285714286	-0.785714285714286	6	0	0.0863427097452574	0.6	FALSE	4587	59	162
GIT2_Git2	6	0.353	0.353	0	0	1	8	7	0.196431647058824	0.5625	0.5625	6	0	0.127591381332568	0.466666666666667	FALSE	1091	249	163
TRAK2_Trak2	5	0.294	0.294	0	0	1	7	8	0.183289529411765	0.5625	-0.5625	4	1	0.161248079859916	0.466666666666667	FALSE	295	923	164
PLEKHG2_Plekhg2	4	0.235	0.235	0	1	0	8	7	0.248001764705882	0.5625	-0.5625	2	2	0.185232126276321	0.666666666666667	FALSE	133	2062	165
SMARCA2_Smarca2	4	0.235	0.235	0	0	1	6	9	0.230768352941176	0.625	-0.625	3	1	0.187866601003228	0.666666666666667	FALSE	126	2180	166
RC3H1_Rc3h1	4	0.25	0.235	1	1	0	6	8	0.209159375	0.6	0.6	3	1	0.190206095467294	0.733333333333333	FALSE	116	2376	167
PRDX4_Prdx4	7	0.412	0.412	0	1	0	9	6	0.348861941176471	0.625	-0.625	5	2	0.045909848923425	0.133333333333333	FALSE	12124	23	168
SRL_Srl	6	0.4	0.353	2	1	0	11	3	0.423766666666667	0.8	-0.8	4	2	0.103837352422005	0.6	FALSE	2587	109	169
