Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Bind_logFC	Bind_adj_Pval	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
PTMS	0	0	0	0	0	1	0	1	0.284965	1	-1	0.542000197647989	0.34475449263013	0.8	0.458870138514127	0.135906130411135	FALSE	4	11296	22
EYS	2	1	1	0	0	1	1	0	0.87925	1	1	0.662392528906018	0.256882801024133	0.8	1.893992227217	5.05490757869962e-25	FALSE	110	423	23
LOC105371267	2	1	1	0	1	0	0	1	2.42695	1	1	0.834568633264157	0.0418948140721519	0.5	-0.144604994696789	0.644692957283065	FALSE	12018	4	24
ANKFN1	2	1	1	0	1	0	0	1	2.4245	1	1	0.789282537800178	0.0593050034865805	0.6	NA	NA	FALSE	9947	5	25
BCAT1	1	0.5	0.5	0	1	0	0	1	0.18347	1	1	0.971686925585532	0.334417623198383	0.8	0.716864701500766	0.113535651615079	FALSE	7	7547	26
JUNB	1	0.5	0.5	0	1	0	1	0	0.4943	1	-1	0.965806897914814	0.325960033633051	0.8	-0.286565702036492	0.609983603461338	FALSE	12	4864	27
ODC1	1	0.5	0.5	0	1	0	0	1	0.26068	1	1	0.773223638699476	0.332211230483735	0.9	0.324949453747241	0.442806005105167	FALSE	9	6608	28
ARID3B	1	0.5	0.5	0	1	0	1	0	0.170503	1	-1	0.633437098527523	0.33431001945006	0.9	0.562016492630202	0.28841844533926	FALSE	8	7739	29
SHC1	2	1	1	0	1	0	1	0	0.68215	1	-1	0.574562703824489	0.264549661074858	0.9	0.467098184615964	0.171564010305006	FALSE	88	720	30
PRDX6	2	1	1	0	1	0	0	1	0.53125	1	1	0.371257041209606	0.277264200381569	0.7	0.183820412730868	0.649898627526155	FALSE	66	1019	31
TP53	1	1	0.5	1	0	0	0	1	0.616	1	-1	0.98008696511513	0.31668117967697	0.8	0.695697652219591	0.0437544693470843	FALSE	16	4281	32
CFAP73	2	1	1	0	1	0	0	1	2.3252	1	1	0.348008696511513	0.0687829684048921	0.3	-0.0977804211349818	0.796698394729686	FALSE	8792	8	33
SEMA3A	2	1	1	0	0	1	1	0	1.2957	1	1	0.847885166518431	0.196774460432796	0.7	0.302874051085069	0.337086291515836	FALSE	561	132	34
TGIF1	2	1	1	0	1	0	0	1	1.61645	1	1	0.837706295088448	0.158308084215708	0.7	-0.242325539002159	0.616879406366253	FALSE	1449	52	35
MCF2L2	2	1	1	0	0	1	1	0	1.8442	1	1	0.501136475936357	0.127481073062259	0.9	0.897611356922136	1.80634872402184e-05	FALSE	2926	27	36
KIF21B	2	1	1	0	0	1	1	0	1.0172	1	1	0.738709358632276	0.22548724973194	0.8	0.035097762357426	0.945528285264694	FALSE	264	305	37
JUND	1	0.5	0.5	0	0	1	0	1	0.2669	1	-1	0.705850380472379	0.320985756574789	1	0.935287534710539	0.0022970352788622	FALSE	13	6524	38
NFIB	1	1	0.5	1	0	0	0	1	1.491	1	-1	0.965757485917581	0.300577852693132	0.7	0.0310938589673257	0.9550715754126	FALSE	32	2697	39
PCLAF	1	1	0.5	1	0	0	0	1	2.003	1	-1	0.992291728431663	0.297869786610759	0.9	0.457841521214557	0.274784939626116	FALSE	36	2432	40
RYR2	2	1	1	0	0	1	1	0	2.33905	1	1	0.812580294495504	0.0354912249247877	0.1	0.25781431217372	0.514447341038838	FALSE	12840	7	41
GLI1	0	0	0	0	1	0	1	0	0.58911	1	-1	0.735349342820437	0.328211981702805	0.9	0.487138669752097	0.377804961434449	FALSE	10	9937	42
C2orf50	2	1	1	0	1	0	0	1	1.7925	1	1	0.361424053760253	0.119697609435052	0.6	0.918225132100912	8.24386467978148e-05	FALSE	3434	31	43
PALMD	2	1	1	0	1	0	0	1	1.7249	1	1	0.924029054254373	0.132850523262209	0.7	0.286488723252063	0.415866906758265	FALSE	2599	41	44
NR2C2	2	1	1	0	0	1	1	0	0.6063	1	1	0.151719537503706	0.252163202698872	0.8	0.218049704996074	0.425963803715964	FALSE	129	861	45
TSHZ1	2	1	1	0	0	1	1	0	0.2959	1	1	0.698957406858385	0.2775581315246	0.9	1.15888246551625	1.20990058897572e-11	FALSE	65	1711	46
RIOX2	2	1	1	0	1	0	0	1	0.8055	1	1	0.457209210396284	0.232816279621811	0.8	1.12572187084066	5.78680256321161e-09	FALSE	217	521	47
CP	2	1	1	0	1	0	0	1	2.0614	1	1	0.984534044866094	0.0783083575019934	0.4	-0.137220793055715	0.695794544071571	FALSE	7661	16	48
CSPP1	2	1	1	0	0	1	0	1	0.713655	1	-1	0.372047633165333	0.238447936901597	0.7	0.0667095731502259	0.85702754864206	FALSE	187	664	49
EZR	2	1	1	0	1	0	0	1	0.47325	1	1	0.915431366735843	0.256728550483256	0.9	0.73494937952954	0.0044030450156599	FALSE	111	1150	50
HDGF	2	1	1	0	1	0	0	1	0.29185	1	1	0.168445498567052	0.270695023324788	0.7	0.133365138130795	0.791268268051798	FALSE	74	1736	51
ARL4D	1	0.5	0.5	0	0	1	1	0	0.674995	1	1	0.503014131831209	0.299167957805422	0.9	1.39569799551558	2.51814903195934e-09	FALSE	33	4066	52
G3BP1	2	1	1	0	1	0	0	1	0.33345	1	1	0.562432058503805	0.264881364256522	0.8	0.328850975224673	0.481636539831233	FALSE	86	1574	53
CFAP126	2	1	1	0	1	0	0	1	2.30035	1	1	0.752692953849195	0.0301972121750758	0.6	NA	NA	FALSE	13594	10	54
RAB26	2	1	1	0	0	1	1	0	1.02705	1	1	0.751111769937741	0.204474077975361	0.9	0.90434363078018	0.00571369414152313	FALSE	464	297	55
RFX3	2	1	1	0	1	0	0	1	0.4483	1	1	0.721711631584149	0.25598247567853	0.8	0.179778419115988	0.575471409208129	FALSE	116	1220	56
RPL23A	1	0.5	0.5	0	1	0	0	1	0.184785	1	1	0.336792173139638	0.3126595346163	0.8	0.488537866579952	0.263076595524644	FALSE	19	7531	57
DUSP5	2	1	1	0	0	1	1	0	0.57605	1	1	0.990018776558949	0.245031609751579	0.8	0.504996740820332	0.0570580859304419	FALSE	158	930	58
SOX12	1	0.5	0.5	0	0	1	1	0	0.204335	1	1	0.325575649767764	0.308753537512951	0.8	0.218820620104439	0.638003722394073	FALSE	21	7263	59
TGFB1	2	1	1	0	1	0	1	0	0.95595	1	-1	0.801141417136081	0.206897493123262	0.9	0.56611996690828	0.108573506704306	FALSE	447	342	60
LRIG3	2	1	1	0	1	0	0	1	1.08615	1	1	0.785477814013242	0.192290531762322	0.6	0.0158414452093103	0.966431319037257	FALSE	614	251	61
ZFP36L2	2	1	1	0	1	0	0	1	0.7572	1	1	0.900558355568732	0.223391022853618	0.8	0.151053520421955	0.772495106775685	FALSE	275	584	62
POU3F4	2	1	1	0	1	0	1	0	2.321405	1	-1	0.755830615673486	0.00388335576492199	0	NA	NA	FALSE	18283	9	63
LRRC46	2	1	1	0	1	0	0	1	1.52735	1	1	0.490265836545113	0.137558479296094	0.8	0.0983596430408462	0.800236072122568	FALSE	2369	70	64
UBC	1	0.5	0.5	0	0	1	1	0	0.16874	1	1	0.408266627137069	0.308129127978465	0.8	-0.0410252311414379	0.95566174606707	FALSE	22	7767	65
GPR6	2	1	1	0	0	1	1	0	2.1541	1	1	0.61542642553612	0.0201809342764592	0.2	0.0190384409982698	0.957060097004805	FALSE	15131	12	66
P4HB	1	1	0.5	1	0	0	1	0	0.4973	1	1	0.844154560727345	0.297602648151876	0.8	0.243377225028786	0.660866769813036	FALSE	38	4851	67
IGFBP7	2	1	1	0	1	0	0	1	2.1231	1	1	0.988388180650262	0.0245508094799993	0.3	-0.34892219029834	0.550928581908128	FALSE	14423	13	68
FABP3	2	1	1	0	0	1	1	0	2.05095	1	1	0.928154956023322	0.0476034513348464	0.5	NA	NA	FALSE	11288	17	69
FBN1	2	1	1	0	1	0	1	0	2.1669	1	-1	0.939766775373061	0.00552073875035672	0	-0.124040629286706	0.61289586208805	FALSE	17471	11	70
ZNF217	1	0.5	0.5	0	1	0	1	0	0.2529	1	-1	0.60858286391936	0.303378508998432	0.8	0.181074523129267	0.688849010915019	FALSE	29	6696	71
RDH5	1	1	0.5	1	0	0	0	1	1.002	1	-1	0.497998814112066	0.279509615333059	0.9	1.03922148598558	0.00198570838839861	FALSE	61	3257	72
TM4SF18	2	1	1	0	1	0	0	1	1.28715	1	1	0.872986461112758	0.158903256890097	0.3	-0.0675251857257237	0.859697903883584	FALSE	1430	140	73
ABHD14B	1	0.5	0.5	0	1	0	1	0	0.16475	1	-1	0.434677339658069	0.305142999628211	0.8	0.727426583481641	0.00158665312755659	FALSE	26	7814	74
RGS16	2	1	1	0	0	1	1	0	0.7128	1	1	0.951329182725566	0.219748015996578	0.8	0.823555224172641	0.0026097629870931	FALSE	309	669	75
CHD3	2	1	1	0	0	1	1	0	0.6665	1	1	0.381435912639589	0.22266407818295	0.6	0.501292394802528	0.181815518881777	FALSE	283	747	76
BLOC1S1	1	1	0.5	1	0	0	0	1	0.9663	1	-1	NA	0.277632037804399	0.9	1.02176435005554	0.00084824780686823	FALSE	64	3325	77
GRAMD1B	2	1	1	0	1	0	1	0	0.38615	1	-1	0.737647000691768	0.246122518592568	0.6	0.326068853231599	0.227313635038931	FALSE	153	1402	78
SPRY1	2	1	1	0	1	0	0	1	1.52815	1	1	0.953750370589979	0.124415949257582	0.6	-0.451362427692538	0.111023709116198	FALSE	3110	69	79
FOXJ1	2	1	1	0	1	0	0	1	1.542	1	1	0.897272457752742	0.122208826101612	0.7	0.765018024680217	9.6831756889293e-06	FALSE	3243	67	80
CDC14A	2	1	1	0	1	0	0	1	0.81145	1	1	0.693077379187667	0.208121382307894	0.7	0.19515769924173	0.648718962845796	FALSE	432	512	81
NAXE	2	1	1	0	1	0	0	1	0.38053	1	1	0.2540517837731	0.245756598897818	0.8	0.440327621488659	0.166776015813278	FALSE	156	1425	82
MAK	2	1	1	0	1	0	0	1	1.55055	1	1	0.778362486411701	0.118096903899945	0.7	-0.0335544314513856	0.911068695290176	FALSE	3559	63	83
NAGLU	1	0.5	0.5	0	1	0	0	1	0.1855	1	1	0.29960964522186	0.301885030428384	0.9	1.23717544296983	5.50199356778619e-06	FALSE	30	7523	84
RPL38	0	0	0	1	0	0	0	1	0.5644	1	-1	0.0652238363474652	0.307826449453996	1	1.08766132297	3.37236395767222e-06	FALSE	23	10001	85
PER1	0	0	0	0	0	1	1	0	0.034675	1	1	0.738412886648878	0.320735351850311	0.9	0.0990917182759372	0.867802883646314	FALSE	14	16523	86
MYL12A	2	1	1	0	1	0	0	1	0.7763	1	1	0.655820733274039	0.209301819202666	0.8	-0.16280056058493	0.800001052040998	FALSE	421	555	87
ERLIN1	2	1	1	0	1	0	0	1	0.635	1	1	0.631460618638205	0.21939547826318	0.9	0.356695222730719	0.538779387315068	FALSE	314	797	88
ZDHHC22	2	1	1	0	0	1	1	0	0.89495	1	1	0.703355074612116	0.190430086838525	0.6	0.106739699816926	0.771744052188272	FALSE	646	408	89
FZD7	2	1	1	0	1	0	1	0	0.70795	1	-1	0.94515268307145	0.212056090008206	0.8	0.471826455859955	0.164704399025157	FALSE	391	676	90
MRPS23	0	0	0	0	1	0	0	1	0.080955	1	1	0.302623777053068	0.313044739687794	0.9	0.521971935603424	0.357559784720303	FALSE	18	14755	91
RPS11	2	1	1	0	1	0	0	1	0.229885	1	1	0.180526731890503	0.250202171476572	0.9	0.561899601969931	0.188761390997437	FALSE	137	1953	92
RASGRF1	2	1	1	0	0	1	1	0	2.10075	1	1	0.780166024310703	0.00429801684457675	0	-0.273431239430337	0.367320988535067	FALSE	17911	15	93
HNRNPL	1	0.5	0.5	0	1	0	0	1	0.2003125	1	1	0.241921138452416	0.297796271556184	0.8	-0.0369815296413687	0.940488604040146	FALSE	37	7312	94
OGN	2	1	1	0	1	0	0	1	1.87735	1	1	0.989475244589386	0.0516496638042473	0.6	NA	NA	FALSE	10860	25	95
PPP1R9B	2	1	1	0	0	1	1	0	0.26305	1	1	0.259067101492242	0.247308593439346	1	0.675955242671518	0.211172284667794	FALSE	149	1837	96
CABCOCO1	2	1	1	0	1	0	0	1	2.02045	1	1	0.742810554402609	0.0194021732992325	0	NA	NA	FALSE	15243	18	97
NCOR2	1	0.5	0.5	0	1	0	1	0	0.24864	1	-1	0.318781500148236	0.293220801476797	0.8	0.510645017324464	0.0840282637283287	FALSE	41	6744	98
TTYH2	2	1	1	0	1	0	1	0	0.66095	1	-1	0.720896333629805	0.21395473520295	1	0.876124333043101	0.000762311504885433	FALSE	370	757	99
GFY	2	1	1	0	0	1	1	0	1.598	1	1	NA	0.100010746453029	0.6	0.312024457243979	0.383901810769379	FALSE	5207	54	100
PNRC2	2	1	1	0	1	0	0	1	0.3961	1	1	0.472032809566163	0.233608046111959	0.8	0.467178900373374	0.271886408273003	FALSE	212	1371	101
ANK1	2	1	1	0	0	1	1	0	1.22495	1	1	0.891738314062654	0.149139014128923	0.8	0.975369854938296	0.0010274922279095	FALSE	1802	165	102
SLC17A7	2	1	1	0	0	1	1	0	1.2239	1	1	0.739129360608756	0.149441776085125	0.8	0.510193330249868	0.199106996397485	FALSE	1792	166	103
ATP6V1G2	1	1	0.5	1	0	0	1	0	1.56	1	1	0.611349935764404	0.256411071180402	0.8	0.0686329448507712	0.889664739237786	FALSE	114	2657	104
RSPH1	2	1	1	0	1	0	0	1	1.77805	1	1	0.771222452811543	0.0663598549854595	0.2	0.386058029120176	0.407680982769134	FALSE	9136	34	105
TRAF4	0	0	0	0	1	0	0	1	0.058095	1	1	0.57560035576638	0.309927794383239	1	0.942940163019595	0.04311685521624	FALSE	20	15555	106
RPL29	2	1	1	0	1	0	0	1	0.4033	1	1	0.596476924597292	0.230001241221602	0.8	0.900242451959227	0.000297765273936921	FALSE	231	1349	107
RFX4	2	1	1	0	1	0	0	1	1.97185	1	1	0.760771815396778	0.0127127690523295	0.5	NA	NA	FALSE	16407	19	108
PBX1	2	1	1	0	0	1	1	0	0.39425	1	1	0.899866587607471	0.230727677884697	0.6	0.0343338207312329	0.916306913458132	FALSE	227	1376	109
MPP7	2	1	1	0	0	1	0	1	1.31315	1	-1	0.877927660836051	0.133883061487361	0.9	0.761479049134859	0.0967798787870487	FALSE	2551	123	110
PCNA	2	1	1	0	1	0	0	1	0.4832	1	1	0.766330665085483	0.223011702513133	0.9	0.600240314636239	0.0700084736537216	FALSE	279	1125	111
ANXA2	1	1	0.5	1	0	0	0	1	1.505	1	-1	0.919779622492341	0.255749123148092	0.8	0.539225630778013	0.263963886936693	FALSE	117	2688	112
C6orf118	2	1	1	0	1	0	0	1	1.9498	1	1	0.590325130941793	0.0158701661098394	0.1	-0.177891799772837	0.661044271146406	FALSE	15865	20	113
HMMR	2	1	1	0	1	0	0	1	0.83065	1	1	0.981939915011365	0.189818999502472	0.7	-0.0421609004604666	0.896364885508057	FALSE	658	483	114
MNS1	2	1	1	0	1	0	0	1	1.9205	1	1	0.85285107224034	0.0186259821084166	0.1	-0.212418647224613	0.573917249881271	FALSE	15368	21	115
TRIB1	2	1	1	0	0	1	1	0	0.2685	1	1	0.966597489870541	0.239797167522216	0.8	-0.331623013427709	0.565412876962396	FALSE	178	1817	116
LAPTM4B	2	1	1	0	1	0	0	1	0.85409	1	1	0.941125605296966	0.186154531736997	0.7	0.528206213675057	0.300345733115274	FALSE	714	455	117
TGFBR3	2	1	1	0	1	0	0	1	1.0804	1	1	0.97722106927562	0.163515217412427	0.7	-0.2121732982592	0.638347535800071	FALSE	1278	258	118
GPR26	2	1	1	0	0	1	1	0	1.8999	1	1	0.712471588101591	0.0244159584889491	0	0.213473036185628	0.376820151875068	FALSE	14441	23	119
ZMYND10	2	1	1	0	1	0	0	1	1.73155	1	1	0.605494614092302	0.0698942281368787	0.8	0.0697691994136065	0.876245692985413	FALSE	8683	39	120
AKAP14	2	1	1	0	0	1	0	1	1.91345	1	-1	0.667704318608558	0.0150728775352279	0.6	NA	NA	FALSE	15990	22	121
OLFM4	2	1	1	0	0	1	0	1	1.8499	1	-1	0.995898804229667	0.030203446094802	0.3	NA	NA	FALSE	13593	26	122
SETD5	1	1	0.5	1	0	0	1	0	0.5446	1	1	0.616192311493231	0.268642622903083	0.9	0.233447086283014	0.69790154616709	FALSE	77	4606	123
KCTD2	2	1	1	0	0	1	1	0	0.22495	1	1	0.17321375630003	0.239429842770009	0.9	0.889826043287401	0.00185679824656466	FALSE	181	1971	124
CTBS	2	1	1	0	1	0	0	1	0.6129	1	1	0.51704713904536	0.209276362070836	0.7	0.475538272492269	0.0882058288151781	FALSE	422	847	125
SERTAD3	1	0.5	0.5	0	1	0	0	1	0.40275	1	1	0.522581282735448	0.276985250177583	0.8	0.780977969609211	0.00788817686136882	FALSE	67	5388	126
SEMA6D	2	1	1	0	0	1	1	0	0.67467	1	1	0.900978357545212	0.201584051234939	0.6	0.164385008788635	0.584871371412302	FALSE	497	734	127
HES6	0	0	0	1	0	0	0	1	0.1371	1	-1	0.753952959778634	0.304531110130221	0.8	1.25586549989529	3.52470328558865e-08	FALSE	28	13253	128
ANP32B	1	0.5	0.5	0	1	0	0	1	0.18685	1	1	0.606186382053563	0.287874623888259	0.8	0.554197521945424	0.192962775953621	FALSE	50	7503	129
HNRNPC	1	0.5	0.5	0	1	0	1	0	0.093205	1	-1	0.218796323747406	0.293146678739109	1	1.22785527026634	1.44091594199991e-09	FALSE	43	8745	130
HK2	2	1	1	0	1	0	1	0	1.07255	1	-1	0.933442039727246	0.158177646637173	0.6	0.115105237070325	0.776719553534455	FALSE	1456	264	131
PDE4A	2	1	1	0	0	1	1	0	0.4073	1	1	0.709037454293903	0.221732833097291	0.8	0.276868442861621	0.558270754615573	FALSE	294	1335	132
ABHD14A	0	0	0	1	0	0	0	1	0.4958	1	-1	0.50936357347564	0.295747752380474	0.8	0.693226026299145	0.00347976038931056	FALSE	39	10188	133
CBX8	2	1	1	0	0	1	1	0	0.243	1	1	0.44599268702441	0.233863160450703	0.7	0.195031736112899	0.652873029174709	FALSE	209	1911	134
ARIH1	1	0.5	0.5	0	0	1	1	0	0.05577	1	1	0.286490759956517	0.292335134975331	0.9	0.484659162963232	0.0578588957463528	FALSE	44	9121	135
CLIC1	2	1	1	0	1	0	0	1	0.5185	1	1	0.638427710248048	0.212709677104323	0.7	-0.367086334392914	0.573432867855146	FALSE	385	1044	136
SRRM4	2	1	1	0	0	1	1	0	0.7255	1	1	0.651917185492638	0.190661836150612	0.6	0.691479074913893	4.72191553157439e-06	FALSE	640	634	137
DIAPH3	2	1	1	0	1	0	0	1	0.7296	1	1	0.885314754422374	0.190059107934857	0.7	0.181838474556422	0.607573389918804	FALSE	654	625	138
ARID1A	0	0	0	0	0	1	1	0	0.236355	1	1	0.505435319695622	0.298417640130776	0.8	0.158977312411082	0.786389349403406	FALSE	35	11780	139
ZBTB18	1	0.5	0.5	0	1	0	0	1	0.33297	1	1	0.796126099416938	0.272240475711674	0.9	1.44782869637925	1.16050159390933e-05	FALSE	71	5890	140
SERTAD1	1	0.5	0.5	0	1	0	0	1	0.44965	1	1	0.791135487696413	0.265753823753408	0.8	0.407933974257128	0.424048931589311	FALSE	82	5107	141
ASF1B	2	1	1	0	1	0	0	1	0.94145	1	1	0.837632177092598	0.166798670465357	0.8	0.0154662105759036	0.970753430988189	FALSE	1183	358	142
DALRD3	2	1	1	0	1	0	0	1	0.615025	1	1	0.123505287083704	0.200338048005361	0.7	-0.247952010641186	0.598046729766834	FALSE	508	837	143
TOB2	2	1	1	0	1	0	0	1	0.22255	1	1	0.263118885265342	0.233031371429871	0.8	0.307525312945888	0.539794554399831	FALSE	216	1974	144
PLCH1	2	1	1	0	1	0	0	1	0.52045	1	1	0.770580096847515	0.209986795564484	0.8	0.212720253110641	0.550928581908128	FALSE	414	1039	145
KCNA3	2	1	1	0	0	1	1	0	1.8879	1	1	0.685714991599961	0.00388335576492199	0	-0.201885836073017	0.48020063146419	FALSE	18283	24	146
C21orf62	2	1	1	0	1	0	1	0	1.7796	1	-1	0.797559047336693	0.0311409129368836	0.4	NA	NA	FALSE	13463	33	147
ZMYND8	1	1	0.5	1	0	0	1	0	0.6486	1	1	0.563197944460915	0.257990126816535	0.8	-0.254085788142771	0.669355902410518	FALSE	108	4165	148
ID2	1	0.5	0.5	0	0	1	0	1	0.389865	1	-1	0.996195276213065	0.265678484004153	0.7	-0.345075415006476	0.513145691302547	FALSE	83	5462	149
MARCKS	2	1	1	0	0	1	1	0	0.2728	1	1	0.974083407451329	0.226985541514972	0.6	-0.0665109290117649	0.828041003221989	FALSE	252	1801	150
SNAPIN	2	1	1	0	0	1	0	1	0.486915	1	-1	0.134400632473565	0.210397249101969	0.7	0.373890783797291	0.239976322510621	FALSE	410	1113	151
SLC2A2	2	1	1	0	1	0	0	1	1.7946	1	1	0.735695226801067	0.016533302634155	0.1	NA	NA	FALSE	15754	29	152
GSE1	1	0.5	0.5	0	0	1	1	0	0.3128	1	1	0.686876173534934	0.269508113577249	0.9	0.210766060637404	0.769243386649802	FALSE	75	6092	153
GNG5	2	1	1	0	1	0	0	1	0.9439	1	1	0.432552623777053	0.163262265781207	0.7	0.0565732242079393	0.875280768551499	FALSE	1284	356	154
GPRIN3	2	1	1	0	0	1	1	0	0.93865	1	1	0.810406166617255	0.163085545169893	0.7	0.931140773382589	5.05719813682923e-08	FALSE	1288	359	155
ARL6IP6	2	1	1	0	1	0	0	1	0.4309	1	1	0.375086470995158	0.214819682917514	0.8	-0.0186039954342823	0.975144931374343	FALSE	364	1277	156
VAT1L	2	1	1	0	0	1	1	0	1.5233	1	1	0.876667654906611	0.0875437101583203	0.8	0.563700836112251	0.000407733319285561	FALSE	6563	71	157
ACSS3	2	1	1	0	1	0	1	0	1.13765	1	-1	0.817200316236782	0.14111812993691	0.3	NA	NA	FALSE	2172	217	158
TLE3	0	0	0	1	0	0	1	0	0.06449	1	1	0.547534341338077	0.300808226808128	0.8	0.43943059781544	0.42710629592497	FALSE	31	15314	159
STIP1	1	0.5	0.5	0	0	1	0	1	0.09285	1	-1	0.573599169878447	0.28088150824368	0.9	0.155785226006836	0.664227634825681	FALSE	55	8752	160
PIH1D1	1	1	0.5	1	0	0	0	1	0.5126	1	-1	0.0928945547979049	0.260862368875155	0.9	0.502879502630714	0.218483143040623	FALSE	101	4768	161
KLHDC8B	2	1	1	0	1	0	0	1	0.62255	1	1	0.80736732878743	0.193624736798035	0.7	0.0461568652357567	0.920751004520736	FALSE	594	820	162
CDCA3	1	0.5	0.5	0	1	0	1	0	0.208515	1	-1	0.923263168297263	0.276547736636214	0.9	0.995172800699138	0.000530707007193932	FALSE	68	7203	163
SLC1A7	0	0	0	0	0	1	0	1	0.7065325	1	-1	0.695127977072833	0.28748622316359	0.8	0.788564835481305	0.00418846336855857	FALSE	51	9710	164
KIF1B	2	1	1	0	0	1	1	0	0.35829	1	1	0.727245775274237	0.217731402192889	0.9	0.847309641478805	2.10774215197483e-08	FALSE	338	1489	165
RPE65	2	1	1	0	1	0	0	1	1.43845	1	1	0.701452712718648	0.0960437097640386	0.6	NA	NA	FALSE	5630	90	166
FSCN1	2	1	1	0	0	1	1	0	0.502095	1	1	0.835606285206048	0.203789496958106	0.8	0.120547370627716	0.859109932859981	FALSE	472	1076	167
EFCAB11	2	1	1	0	1	0	0	1	0.789	1	1	0.569275620120565	0.176411786024434	0.8	0.851655339122519	0.00434236823538424	FALSE	944	539	168
TUBB	1	0.5	0.5	0	0	1	1	0	0.05792	1	1	0.615525249530586	0.280800670306984	0.8	0.186206579525967	0.739844632195995	FALSE	56	9100	169
CCDC9	2	1	1	0	1	0	1	0	0.51145	1	-1	0.0893121849985176	0.202603374592396	0.8	-0.367646174753808	0.584895814551809	FALSE	485	1059	170
CCN2	2	1	1	0	1	0	0	1	1.60705	1	1	0.998122344105149	0.0617287273943863	0.4	-0.129506519567252	0.715502864799182	FALSE	9698	53	171
